domain,stimulus,code,ASL_01,ASL_02,ASL_03,ASL_04,ASL_05,ASL_06,ASL_07,ASL_08,ASL_09,ASL_10,ASL_11,ASL_12,ASL_13,BSL_01,BSL_02,BSL_03,BSL_04,BSL_05,BSL_06,BSL_07,BSL_08,BSL_09,BSL_10,BSL_11,BSL_12,BSL_13,BSL_14,BSL_15,CAN_01,CAN_02,CAN_03,CAN_04,CAN_05,CAN_06,CAN_07,CAN_08,CAN_09,CAN_10,CAN_11,CAN_12,DOG_01,DOG_02,DOG_03,DOG_04,DOG_05,DOG_06,DOG_07,DOG_08,DOG_09,DOG_10,DOG_11,DOG_12,DOG_13,ENG_01,ENG_02,ENG_03,ENG_04,ENG_05,ENG_06,ENG_07,ENG_08,ENG_09,ENG_10,ENG_11,ENG_12,ENG_13,ENG_14,ENG_15,ENG_16,ENG_17,FAR_01,FAR_02,FAR_03,FAR_04,FAR_05,FAR_06,FAR_07,FAR_08,FAR_09,FAR_10,FAR_11,FAR_12,FAR_13,KAT_01,KAT_02,KAT_03,KAT_04,KAT_05,KAT_06,KAT_07,KAT_08,KAT_09,KAT_10,KAT_11,KAT_12,KAT_13,KIL_01,KIL_02,KIL_03,KIL_04,KIL_05,KIL_06,KIL_07,KIL_08,KIL_09,KIL_10,KIL_11,KIL_12,KIL_13,KIL_14,KIL_15,KIL_16,KIL_17,KIL_18,KIL_19,KIL_20,KIL_21,KIL_22,KIL_23,KIL_24,KIL_25,KIL_26,KIL_27,KIL_28,KIL_29,KIL_30,KIL_31,KIL_32,KIL_33,KIL_34,KIL_35,KIL_36,KIL_37,KIL_38,KIL_39,KIL_40,KIL_41,KIL_42,KIL_43,KIL_44,KIL_45,KIL_46,KIL_47,KIL_48,KIL_49,KIL_50,KIL_51,KIL_52,KIL_53,KIL_54,LAO_01,LAO_02,LAO_03,LAO_04,LAO_05,LAO_06,LAO_07,LAO_08,LAO_09,LAO_10,LAO_11,LAO_12,LAO_13,LAO_14,LAO_15,LAO_16,LAO_17,LAO_18,MAL_01,MAL_02,MAL_03,MAL_04,MAL_05,MAL_06,MAL_07,MAL_08,MAL_09,MAL_10,MAL_11,MAL_12,MAL_13,MAL_14,MAL_15,MIA_01,MIA_02,MIA_03,MIA_04,MIA_05,MIA_06,MIA_07,MIA_08,MIA_09,MIA_10,MIA_11,MIA_12,SEM_01,SEM_02,SEM_03,SEM_04,SEM_05,SEM_06,SEM_07,SEM_08,SEM_09,SEM_10,SEM_11,SEM_12,SIW_01,SIW_02,SIW_03,SIW_04,SIW_05,SIW_06,SIW_07,SIW_08,SIW_09,SIW_10,SIW_11,SIW_12,SIW_14,SIW_15,SIW_16,SIW_17,TUR_01,TUR_02,TUR_03,TUR_04,TUR_05,TUR_06,TUR_07,TUR_08,TUR_09,TUR_10,TUR_11,TUR_12,TUR_13,TZE_01,TZE_02,TZE_03,TZE_04,TZE_05,TZE_06,TZE_07,TZE_08,TZE_09,TZE_10,TZE_11,TZE_12,TZE_13,UMP_01,UMP_02,UMP_03,UMP_04,UMP_05,UMP_06,UMP_07,UMP_08,UMP_09,UMP_10,UMP_11,UMP_14,UMP_15,YEL_01,YEL_02,YEL_03,YEL_04,YEL_05,YEL_06,YEL_07,YEL_08,YEL_09,YEL_10,YEL_11,YEL_12,YUC_01,YUC_02,YUC_03,YUC_04,YUC_05,YUC_06,YUC_07,YUC_08,YUC_09,YUC_10,YUC_11,YUC_12,YUC_13,YUR_01,YUR_02,YUR_03,YUR_04,YUR_05,YUR_06,YUR_07,YUR_08,YUR_09,YUR_10,YUR_11,YUR_12,YUR_13,YUR_14,YUR_15,ZAP_01,ZAP_02,ZAP_03,ZAP_04,ZAP_05,ZAP_06,ZAP_07,ZAP_12,ZAP_14,ZAP_15,ZAP_16
colour,61,10Y 2/2,5,5,5,5,5,5,5,5,5,5,5,5,14,5,5,5,13,10,9,5,8,5,5,NA,5,5,5,13,9,5,8,8,9,9,14,5,5,5,22,8,5,5,5,5,5,5,5,5,5,5,6,NA,NA,35,15,21,9,5,5,19,5,5,24,5,5,9,5,4,23,19,6,6,6,8,15,6,13,6,16,6,13,6,6,NA,12,9,NA,11,NA,NA,NA,5,19,6,9,20,7,5,7,7,12,12,7,7,7,9,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,10,4,11,4,4,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,5,9,10,14,15,5,15,5,10,5,11,4,5,5,5,5,5,5,5,5,5,14,5,5,5,5,5,5,10,NA,61,22,19,10,15,5,28,23,NA,19,6,13,13,11,20,NA,8,10,NA,NA,NA,10,11,NA,NA,8,5,5,5,9,5,5,5,5,5,5,5,5,3,18,3,3,3,6,6,3,3,3,13,6,22,14,14,14,14,15,14,14,7,14,23,14,NA,NA,10,8,0,10,10,12,12,0,10,10,17,10,3,3,3,3,7,3,7,7,7,18,3,5,3,11,11,11,11,11,9,11,11,11,11,NA,NA,NA,NA,NA,6,17,6,6,13,6,6,6,6,6,6
colour,62,5G 8/6,22,10,15,15,15,5,15,10,5,12,10,10,24,5,9,5,8,11,10,10,9,10,26,10,15,10,5,18,8,8,8,4,8,15,8,9,9,8,8,13,5,6,5,5,17,5,5,5,6,6,6,NA,NA,10,12,19,12,10,10,5,12,13,14,27,37,10,5,15,10,94,4,15,4,11,4,11,11,10,18,11,11,4,8,NA,13,8,NA,8,NA,NA,NA,20,17,6,29,28,12,9,5,7,5,10,12,12,12,5,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,11,4,11,7,6,6,7,12,NA,NA,NA,NA,NA,NA,NA,NA,9,11,9,4,10,5,9,9,6,5,8,11,9,11,9,14,8,14,8,8,14,14,14,14,8,3,8,12,37,NA,10,23,17,11,14,6,11,20,NA,4,6,6,6,4,8,NA,6,6,NA,NA,NA,4,8,NA,NA,9,11,9,5,5,5,9,5,9,5,9,9,5,15,20,10,9,12,18,6,5,21,3,11,9,26,20,15,16,7,15,7,7,6,6,13,7,NA,NA,15,15,0,8,8,16,15,8,0,9,15,0,7,7,9,7,10,5,4,9,7,7,9,9,7,8,12,13,8,8,13,13,13,8,10,NA,NA,NA,NA,NA,13,12,7,14,14,7,13,13,13,5,11
colour,63,5P 6/8,11,6,6,6,16,6,6,15,6,8,6,6,6,6,18,6,6,22,6,6,5,11,6,11,6,6,6,10,7,7,3,3,7,7,7,3,3,7,3,7,6,6,6,5,10,6,6,6,5,6,6,NA,NA,11,8,13,11,6,11,6,8,5,17,67,29,6,6,6,11,28,7,13,7,7,7,7,7,7,7,5,13,7,7,NA,14,23,NA,8,NA,NA,NA,24,20,11,9,NA,12,4,12,12,12,12,12,12,12,6,9,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,8,6,5,11,4,11,6,13,NA,NA,NA,NA,NA,NA,NA,NA,8,8,4,5,9,8,10,8,4,8,9,8,8,10,10,21,0,3,3,3,9,12,0,8,3,19,0,26,62,NA,26,12,13,22,55,28,20,9,NA,4,5,0,4,11,0,NA,0,14,NA,NA,NA,7,5,NA,NA,13,7,8,3,7,7,4,3,4,4,7,4,4,19,26,19,17,11,13,14,11,19,6,18,24,29,29,15,9,12,21,7,7,6,6,46,7,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,10,7,7,7,7,7,7,7,12,12,7,12,12,6,14,9,5,11,13,5,9,8,9,NA,NA,NA,NA,NA,13,7,13,11,17,13,6,12,13,5,6
colour,64,5P 2/8,19,18,17,10,10,6,6,14,6,13,10,10,6,6,10,6,10,10,10,10,6,30,10,10,10,10,10,14,3,7,5,7,7,7,7,7,7,7,7,7,11,5,5,5,6,5,6,6,5,5,5,NA,NA,10,14,11,13,10,10,6,6,6,15,13,20,6,10,11,10,14,14,12,7,14,14,7,10,12,16,12,13,10,7,NA,5,45,NA,8,NA,NA,NA,8,25,9,7,10,7,4,7,7,12,10,7,6,12,6,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,4,15,11,6,10,6,10,10,8,NA,NA,NA,NA,NA,NA,NA,NA,4,9,9,5,9,9,4,7,9,9,5,9,9,9,9,8,0,3,3,3,3,6,0,14,5,18,0,7,76,NA,9,30,17,0,15,15,12,10,NA,10,14,0,10,11,0,NA,0,54,NA,NA,NA,7,11,NA,NA,3,3,14,12,7,3,3,7,3,3,6,3,3,22,21,14,9,22,16,7,11,35,3,21,9,22,14,14,14,12,15,18,9,6,6,29,7,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,11,5,14,5,7,8,18,11,14,11,10,14,14,22,18,11,11,5,13,16,9,5,11,NA,NA,NA,NA,NA,7,16,10,7,14,13,7,12,14,7,9
colour,65,5Y 2/2,5,5,5,5,5,5,5,7,5,5,5,5,14,14,5,5,10,5,9,5,25,5,5,5,5,5,5,13,7,5,5,8,5,8,7,5,5,5,18,7,5,5,5,5,5,5,5,5,5,5,6,NA,NA,18,15,10,15,9,5,5,5,5,12,5,20,9,5,10,5,47,6,6,11,8,13,9,11,6,6,13,13,6,6,NA,14,11,NA,5,NA,NA,NA,8,12,17,27,30,7,5,7,5,5,12,7,12,7,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,4,10,8,9,4,4,4,4,10,NA,NA,NA,NA,NA,NA,NA,NA,5,11,10,4,9,5,5,5,13,10,8,5,5,5,11,5,5,5,5,5,5,14,5,5,5,8,5,5,19,NA,76,24,29,19,15,5,29,0,NA,16,7,13,8,11,14,NA,8,13,NA,NA,NA,10,11,NA,NA,5,5,5,5,9,5,9,9,5,5,5,5,5,24,26,8,9,3,6,12,3,6,3,9,6,24,14,14,14,14,20,14,14,6,14,26,7,NA,NA,10,8,0,10,10,20,12,10,10,10,17,10,7,4,3,3,7,3,3,7,3,10,3,9,3,11,11,11,11,11,11,13,11,11,7,NA,NA,NA,NA,NA,6,6,6,5,6,12,7,6,6,6,12
colour,66,5PB 8/6,14,15,9,14,9,4,9,9,4,16,4,9,9,5,7,9,9,22,9,9,16,37,9,10,NA,4,9,7,9,9,9,9,13,9,9,9,9,9,9,9,6,6,5,5,6,5,6,6,6,6,NA,NA,NA,16,21,24,9,9,9,4,7,9,15,7,13,9,9,14,9,37,11,11,11,4,4,17,NA,10,11,11,11,11,4,NA,10,14,NA,9,NA,NA,NA,12,10,24,20,9,8,9,8,8,12,7,12,12,8,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,7,4,6,7,5,9,7,12,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,9,9,8,8,8,12,8,12,8,8,10,9,11,10,11,4,5,10,4,11,11,14,4,5,11,25,NA,26,22,58,4,25,22,15,24,NA,11,10,11,19,0,0,NA,0,21,NA,NA,NA,7,18,NA,NA,9,9,11,9,9,5,4,8,8,4,8,11,4,10,28,30,11,6,18,12,14,15,3,9,24,26,23,15,7,12,15,7,7,6,12,13,7,NA,NA,0,10,0,0,10,18,19,0,0,14,0,0,8,8,12,8,10,10,10,8,8,10,8,14,10,12,14,26,7,7,13,11,8,7,10,NA,NA,NA,NA,NA,15,11,11,10,11,11,11,16,13,5,10
colour,67,10RP 2/8,50,6,26,10,6,13,6,14,3,6,6,6,6,6,18,6,28,27,7,7,13,16,48,17,16,10,6,10,9,3,7,8,9,9,14,3,7,3,16,8,6,13,5,5,5,5,5,6,5,5,11,NA,NA,8,11,7,11,3,68,16,9,20,4,12,8,6,10,19,15,32,6,8,7,8,8,14,8,7,8,8,14,8,7,NA,11,11,NA,8,NA,NA,NA,8,10,18,26,80,12,5,7,7,7,6,8,12,12,7,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,8,6,8,11,8,4,8,8,13,NA,NA,NA,NA,NA,NA,NA,NA,9,9,6,5,10,4,13,7,8,9,11,6,9,10,9,8,0,9,4,3,10,10,0,9,5,4,4,8,16,NA,9,33,85,15,27,56,16,14,NA,18,0,0,6,9,0,NA,8,8,NA,NA,NA,10,6,NA,NA,3,9,11,5,7,3,7,9,6,5,5,7,3,22,20,15,10,6,16,7,21,19,4,14,11,22,19,15,19,14,15,18,7,9,6,21,7,NA,NA,0,0,0,8,0,20,19,0,6,0,0,0,7,10,11,7,10,7,11,8,11,5,7,7,5,8,9,8,5,11,9,10,14,9,7,NA,NA,NA,NA,NA,9,12,5,11,14,15,5,7,7,5,12
colour,68,5BG 6/10,8,18,16,25,18,5,4,4,5,14,10,23,11,5,8,5,5,27,10,4,19,44,18,4,10,5,4,12,4,4,4,9,4,9,8,5,5,8,20,15,5,5,5,5,5,5,5,5,5,5,5,NA,NA,25,9,14,14,9,9,4,12,9,10,9,122,10,15,10,68,30,4,4,4,4,11,4,11,4,11,4,11,4,4,NA,9,8,NA,8,NA,NA,NA,20,37,44,37,19,12,5,5,6,5,5,12,12,12,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,4,6,6,6,6,8,6,NA,NA,NA,NA,NA,NA,NA,NA,9,5,9,10,10,5,13,9,10,5,11,5,5,9,13,8,8,8,8,8,14,14,14,14,8,3,8,10,40,NA,6,22,18,24,14,15,14,50,NA,4,6,6,4,4,8,NA,6,6,NA,NA,NA,4,4,NA,NA,8,9,7,9,9,9,9,8,5,5,8,7,4,38,20,8,6,3,16,3,5,25,3,14,9,26,20,15,14,12,15,7,7,6,4,34,7,NA,NA,15,8,8,8,8,16,19,8,0,8,15,0,8,4,4,5,5,5,8,9,4,16,9,9,4,8,8,8,8,9,13,11,NA,7,8,NA,NA,NA,NA,NA,13,7,5,12,17,7,15,13,11,7,13
colour,69,5BG 4/8,5,5,40,9,13,5,5,11,5,23,5,9,5,5,NA,5,9,22,5,8,17,15,28,5,5,5,NA,16,9,4,8,9,4,13,4,4,8,4,4,4,5,5,6,5,5,5,5,5,5,5,5,NA,NA,27,12,16,15,5,53,4,35,5,19,14,21,5,9,17,4,25,11,9,4,11,11,11,11,9,11,11,11,11,4,NA,20,5,NA,8,NA,NA,NA,20,31,6,7,55,5,5,5,12,5,9,7,12,12,5,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,6,9,6,10,6,10,8,6,NA,NA,NA,NA,NA,NA,NA,NA,5,5,10,4,15,5,10,5,12,5,10,10,10,10,10,8,14,8,8,8,8,8,8,14,8,3,8,15,37,NA,12,30,16,33,19,6,15,34,NA,4,6,6,4,4,8,NA,6,4,NA,NA,NA,4,4,NA,NA,5,8,7,8,13,10,9,8,7,5,12,7,5,33,20,8,16,3,3,11,3,18,3,9,16,18,15,15,13,12,15,7,7,6,4,13,7,NA,NA,15,8,14,8,8,8,8,8,8,8,8,0,8,4,11,4,8,12,8,8,4,11,4,11,9,8,17,17,8,8,11,8,NA,8,10,NA,NA,NA,NA,NA,12,13,5,11,10,11,26,13,11,7,13
colour,70,10RP 8/6,4,4,4,4,10,4,4,10,4,4,4,4,5,4,10,4,13,4,4,4,14,4,12,4,4,4,4,4,8,4,9,11,9,13,16,9,9,10,9,14,8,17,5,6,6,5,6,6,6,5,6,NA,NA,4,4,67,9,5,5,4,4,4,20,5,12,4,4,4,4,34,7,12,7,7,7,7,14,13,18,7,13,7,7,NA,10,21,NA,5,NA,NA,NA,20,29,20,18,17,12,4,7,6,4,12,12,12,12,9,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,4,4,6,4,9,4,8,10,NA,NA,NA,NA,NA,NA,NA,NA,10,8,10,5,7,14,14,14,9,10,8,4,4,14,14,20,0,3,10,10,12,6,0,13,8,13,0,12,77,NA,15,17,38,15,15,27,10,46,NA,NA,NA,0,16,6,0,NA,8,14,NA,NA,NA,5,19,NA,NA,5,5,9,12,5,5,5,5,5,5,9,4,5,20,21,17,9,12,12,18,37,33,3,9,18,27,13,15,7,12,15,7,7,6,6,13,7,NA,NA,0,0,0,16,16,0,8,0,0,0,0,0,10,7,10,7,10,12,7,7,7,12,11,12,12,10,12,9,9,11,12,11,9,5,7,NA,NA,NA,NA,NA,12,8,5,5,12,11,11,12,5,5,10
colour,71,5R 6/12,4,24,14,30,11,13,4,7,8,8,8,13,11,6,13,3,27,14,5,8,11,12,NA,4,8,NA,8,18,0,11,14,5,19,15,20,13,11,9,10,9,5,5,5,11,5,5,5,5,5,5,5,NA,NA,3,12,47,3,9,6,6,7,10,13,8,15,14,3,10,12,12,14,7,7,14,14,7,21,12,13,14,15,19,22,NA,12,18,NA,3,NA,NA,NA,6,17,15,3,23,7,4,7,6,7,12,7,12,7,8,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,6,6,4,11,8,6,4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,9,5,15,10,9,10,11,9,13,10,14,9,9,15,15,7,4,4,10,4,4,4,4,12,4,7,4,11,20,NA,25,52,21,23,34,24,9,10,NA,6,8,8,6,6,8,NA,8,8,NA,NA,NA,5,6,NA,NA,15,13,8,9,9,5,9,7,5,5,5,8,5,48,16,12,7,9,4,4,3,4,4,7,11,40,14,15,9,9,15,13,9,7,9,13,7,NA,NA,0,13,0,0,8,16,15,0,0,6,15,0,7,21,7,10,7,7,18,4,14,14,7,7,10,9,14,14,9,7,14,12,9,7,9,NA,NA,NA,NA,NA,12,12,14,10,11,11,11,12,8,5,10
colour,72,10YR 8/14,6,6,81,16,6,6,12,8,6,13,6,6,6,6,12,6,6,18,6,6,9,6,18,6,12,6,6,6,5,5,25,5,6,9,9,5,9,5,5,9,8,4,8,8,8,6,8,8,6,8,6,NA,NA,6,20,9,6,6,6,6,6,6,10,22,66,6,6,10,15,82,4,8,4,6,4,4,4,4,4,4,13,11,4,NA,13,6,NA,6,NA,NA,NA,11,10,13,6,6,6,6,5,10,6,6,6,6,12,6,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,4,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,6,10,6,10,15,4,14,12,10,6,11,11,10,11,12,8,7,8,8,8,8,8,7,8,8,8,15,5,11,NA,19,10,103,14,8,17,5,15,NA,6,5,8,6,6,8,NA,8,8,NA,NA,NA,5,10,NA,NA,7,13,10,8,4,4,4,4,4,7,8,4,4,8,18,26,7,3,9,3,6,3,3,15,15,30,15,15,16,12,15,7,7,15,6,13,7,NA,NA,10,8,16,10,10,10,10,10,10,9,19,10,7,7,3,3,10,10,14,7,3,7,7,7,7,14,9,16,7,7,10,10,7,13,12,NA,NA,NA,NA,NA,6,9,6,12,11,10,12,12,6,6,11
colour,73,5BG 2/6,20,9,11,23,9,5,9,7,5,8,19,14,13,5,17,4,9,25,9,8,13,5,58,9,8,9,8,NA,8,8,4,8,8,8,8,8,5,8,8,8,5,5,5,5,5,5,5,6,5,5,5,NA,NA,18,9,64,9,5,55,5,9,5,12,9,25,9,5,9,49,85,11,4,4,4,9,11,11,4,11,5,13,10,10,NA,8,8,NA,8,NA,NA,NA,8,5,6,18,15,12,5,7,6,5,9,5,5,12,9,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,14,6,11,6,4,6,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,15,9,5,13,8,4,5,10,10,10,10,10,26,8,3,8,8,12,8,8,13,8,9,8,10,48,NA,10,21,109,11,16,9,37,13,NA,4,7,6,7,11,0,NA,6,4,NA,NA,NA,4,8,NA,NA,9,9,12,8,8,4,9,5,5,5,9,5,5,9,15,24,9,3,3,3,3,3,3,9,12,15,14,14,16,14,14,14,34,6,4,7,2,NA,NA,8,8,0,0,10,8,8,8,8,8,0,0,11,7,8,3,7,8,15,8,8,7,7,11,7,11,8,11,11,8,24,8,8,5,8,NA,NA,NA,NA,NA,13,14,14,11,13,7,14,12,12,5,11
colour,74,10GY 8/8,5,24,5,10,21,5,5,15,5,15,5,10,5,5,10,9,10,10,9,10,10,14,NA,10,10,10,5,10,8,8,21,4,8,8,8,4,8,8,8,8,5,6,5,5,5,5,5,15,5,6,6,NA,NA,9,12,74,13,10,10,5,10,10,15,24,19,10,5,11,10,52,11,11,4,11,4,11,11,10,11,4,11,9,8,NA,10,5,NA,9,NA,NA,NA,13,16,59,10,19,12,5,5,12,5,10,12,12,12,10,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,6,11,11,11,6,15,11,6,11,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,6,10,9,9,9,6,14,13,9,9,11,9,14,14,14,8,8,14,14,14,14,8,8,8,11,21,NA,26,17,19,18,53,47,50,20,NA,4,6,6,4,4,8,NA,6,6,NA,NA,NA,4,6,NA,NA,9,12,5,5,9,5,9,11,9,5,9,5,5,34,31,11,12,3,12,18,5,11,3,12,9,24,15,15,16,7,15,7,7,6,12,13,2,NA,NA,15,15,0,9,8,16,15,15,15,8,15,8,7,8,9,8,7,9,13,7,9,9,4,10,7,8,12,8,8,8,13,11,13,28,10,NA,NA,NA,NA,NA,12,12,7,12,7,12,14,14,12,12,11
colour,75,10G 2/6,14,5,15,13,18,5,16,5,5,14,9,14,5,5,9,9,9,25,9,8,9,5,33,9,5,9,9,9,8,8,8,8,8,8,15,9,5,8,8,8,5,5,5,5,6,5,5,10,5,5,5,NA,NA,18,9,31,9,9,18,5,14,9,12,67,87,9,5,10,34,12,11,11,11,11,6,17,11,4,10,12,13,9,10,NA,11,8,NA,8,NA,NA,NA,8,9,21,5,NA,5,5,7,6,5,9,5,12,12,5,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,14,10,6,11,4,6,10,8,10,NA,NA,NA,NA,NA,NA,NA,NA,8,10,10,5,10,5,14,8,9,5,13,10,10,10,10,18,8,13,8,8,5,8,8,5,8,5,8,10,51,NA,6,31,45,23,19,82,11,38,NA,4,7,6,4,11,8,NA,6,16,NA,NA,NA,4,13,NA,NA,12,9,5,12,9,5,5,9,9,5,9,5,5,16,11,40,9,3,3,11,6,3,3,9,12,12,14,14,21,14,14,14,7,15,7,20,30,NA,NA,8,8,10,0,10,8,12,8,8,8,0,0,8,4,8,3,8,3,15,8,11,11,7,11,7,11,8,11,11,8,13,13,NA,4,11,NA,NA,NA,NA,NA,13,13,6,13,6,7,14,11,11,5,11
colour,76,5G 2/6,21,11,15,13,13,5,11,13,5,18,20,14,5,5,13,9,9,36,9,5,13,14,9,9,5,9,9,9,8,8,4,8,8,8,15,9,5,8,8,9,5,5,5,5,5,5,5,5,5,5,5,NA,NA,31,17,27,9,9,154,5,16,5,21,25,30,9,5,14,29,35,11,11,11,11,6,7,NA,4,7,5,13,4,10,NA,11,16,NA,8,NA,NA,NA,7,10,21,7,NA,5,5,7,12,5,5,5,12,12,9,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,10,10,11,6,4,6,10,8,10,NA,NA,NA,NA,NA,NA,NA,NA,14,10,10,9,10,5,10,8,5,5,13,10,10,10,10,18,8,5,8,8,5,8,8,13,8,5,8,10,20,NA,12,26,20,17,23,27,12,22,NA,16,7,6,3,11,8,NA,0,0,NA,NA,NA,4,8,NA,NA,8,9,9,4,9,5,5,9,9,5,12,5,5,24,27,36,19,3,8,3,6,3,3,13,18,25,14,14,21,15,14,14,7,6,7,20,40,NA,NA,8,8,0,0,10,8,12,8,8,8,0,0,8,4,8,3,7,8,8,4,11,11,7,11,7,11,8,8,35,11,25,19,NA,11,11,NA,NA,NA,NA,NA,13,7,6,7,12,11,14,6,11,5,11
colour,77,10BG 6/8,4,13,4,14,4,5,9,6,9,4,4,9,14,4,4,9,11,10,4,4,17,4,7,4,4,9,4,11,9,9,9,9,5,9,8,5,9,9,5,13,6,6,5,5,6,6,6,6,5,6,5,NA,NA,7,9,18,9,8,10,4,7,8,8,7,8,4,4,5,9,48,11,4,4,4,4,4,11,4,11,4,11,13,4,NA,16,11,NA,9,NA,NA,NA,13,15,29,42,48,12,10,5,8,5,7,12,12,12,5,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,6,7,4,6,6,6,4,7,11,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,4,11,9,8,9,12,4,15,9,5,9,4,5,14,8,8,5,11,12,11,11,8,10,8,11,12,NA,6,22,15,17,45,41,43,33,NA,4,3,6,6,0,8,NA,0,14,NA,NA,NA,4,6,NA,NA,13,7,11,7,9,9,9,8,7,5,7,7,7,24,21,12,11,9,14,11,14,27,3,9,9,18,15,15,7,7,15,7,7,8,4,13,2,NA,NA,0,15,0,0,10,18,17,17,0,14,0,0,5,5,10,8,5,5,5,7,10,9,5,10,10,8,12,13,8,8,13,11,9,7,10,NA,NA,NA,NA,NA,13,11,11,10,12,11,12,16,11,5,13
